"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"409",28,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"410",14,27,9648,53,NA,NA,NA,NA,NA,NA,NA
"411",9648,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"412",14,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",80,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",28,35,18,NA,NA,NA,NA,NA,NA,NA,NA
"417",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",18,53,80,9648,NA,NA,NA,NA,NA,NA,NA
"421",10752,80,18,9648,10749,53,NA,NA,NA,NA,NA
"422",18,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",35,10751,10749,10770,NA,NA,NA,NA,NA,NA,NA
"425",28,12,53,NA,NA,NA,NA,NA,NA,NA,NA
"426",16,35,10751,9648,NA,NA,NA,NA,NA,NA,NA
"427",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",18,9648,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",14,53,9648,NA,NA,NA,NA,NA,NA,NA,NA
"432",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",10770,35,10751,10749,NA,NA,NA,NA,NA,NA,NA
"434",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",16,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",12,16,10751,NA,NA,NA,NA,NA,NA,NA,NA
"438",35,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",18,27,9648,53,NA,NA,NA,NA,NA,NA,NA
"440",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",35,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"445",36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",10770,10751,35,12,80,NA,NA,NA,NA,NA,NA
"447",18,28,53,80,NA,NA,NA,NA,NA,NA,NA
"448",53,878,9648,NA,NA,NA,NA,NA,NA,NA,NA
"449",16,10751,35,NA,NA,NA,NA,NA,NA,NA,NA
"450",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",27,53,9648,NA,NA,NA,NA,NA,NA,NA,NA
"453",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",18,53,10749,10769,NA,NA,NA,NA,NA,NA,NA
"456",35,18,10751,NA,NA,NA,NA,NA,NA,NA,NA
"457",10751,16,35,NA,NA,NA,NA,NA,NA,NA,NA
"458",10749,18,10751,NA,NA,NA,NA,NA,NA,NA,NA
"459",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",80,18,27,9648,53,NA,NA,NA,NA,NA,NA
"463",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",18,37,12,NA,NA,NA,NA,NA,NA,NA,NA
"465",27,28,53,NA,NA,NA,NA,NA,NA,NA,NA
"466",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",28,16,878,NA,NA,NA,NA,NA,NA,NA,NA
"471",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",28,35,80,NA,NA,NA,NA,NA,NA,NA,NA
"476",28,12,18,NA,NA,NA,NA,NA,NA,NA,NA
"477",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"479",18,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",18,36,53,10769,NA,NA,NA,NA,NA,NA,NA
"482",35,18,14,NA,NA,NA,NA,NA,NA,NA,NA
"483",28,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"484",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"485",10770,28,878,53,NA,NA,NA,NA,NA,NA,NA
"486",99,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",35,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",18,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"491",28,10749,12,53,14,NA,NA,NA,NA,NA,NA
"492",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",18,53,27,NA,NA,NA,NA,NA,NA,NA,NA
"494",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",53,27,9648,NA,NA,NA,NA,NA,NA,NA,NA
"496",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",53,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",28,27,878,53,NA,NA,NA,NA,NA,NA,NA
"502",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",28,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",28,16,878,NA,NA,NA,NA,NA,NA,NA,NA
"509",80,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"510",28,12,10770,NA,NA,NA,NA,NA,NA,NA,NA
"511",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",18,10749,878,NA,NA,NA,NA,NA,NA,NA,NA
"515",27,878,53,NA,NA,NA,NA,NA,NA,NA,NA
"516",16,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",27,80,18,NA,NA,NA,NA,NA,NA,NA,NA
"519",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",80,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",10749,35,18,NA,NA,NA,NA,NA,NA,NA,NA
"522",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",18,53,80,NA,NA,NA,NA,NA,NA,NA,NA
"525",12,18,28,NA,NA,NA,NA,NA,NA,NA,NA
"526",12,35,10751,NA,NA,NA,NA,NA,NA,NA,NA
"527",10751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",27,878,53,NA,NA,NA,NA,NA,NA,NA,NA
"533",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",18,10749,10769,NA,NA,NA,NA,NA,NA,NA,NA
"535",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",18,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"541",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",10749,18,12,NA,NA,NA,NA,NA,NA,NA,NA
"544",27,878,53,NA,NA,NA,NA,NA,NA,NA,NA
"545",28,12,18,10769,NA,NA,NA,NA,NA,NA,NA
"546",28,12,80,NA,NA,NA,NA,NA,NA,NA,NA
"547",36,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"548",12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",35,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",35,27,878,NA,NA,NA,NA,NA,NA,NA,NA
"557",18,27,35,NA,NA,NA,NA,NA,NA,NA,NA
"558",12,16,35,10751,NA,NA,NA,NA,NA,NA,NA
"559",18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",28,10769,53,NA,NA,NA,NA,NA,NA,NA,NA
"563",12,27,28,878,NA,NA,NA,NA,NA,NA,NA
"564",28,878,18,27,NA,NA,NA,NA,NA,NA,NA
"565",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",28,12,10751,10770,NA,NA,NA,NA,NA,NA,NA
"570",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",16,10751,10769,NA,NA,NA,NA,NA,NA,NA,NA
"573",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",53,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",16,28,878,NA,NA,NA,NA,NA,NA,NA,NA
"581",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",28,35,80,NA,NA,NA,NA,NA,NA,NA,NA
"583",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",10749,18,9648,NA,NA,NA,NA,NA,NA,NA,NA
"585",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",35,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",28,99,878,10769,NA,NA,NA,NA,NA,NA,NA
"593",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",12,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",80,10769,53,NA,NA,NA,NA,NA,NA,NA,NA
"598",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"600",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",18,9648,80,NA,NA,NA,NA,NA,NA,NA,NA
"602",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"603",18,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",28,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"605",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",18,10769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",16,10751,14,NA,NA,NA,NA,NA,NA,NA,NA
"609",27,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",99,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",80,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"614",53,18,28,NA,NA,NA,NA,NA,NA,NA,NA
"615",16,10751,10402,NA,NA,NA,NA,NA,NA,NA,NA
"616",35,9648,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",28,12,53,NA,NA,NA,NA,NA,NA,NA,NA
"618",35,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",10770,53,27,NA,NA,NA,NA,NA,NA,NA,NA
"620",16,10751,12,14,NA,NA,NA,NA,NA,NA,NA
"621",35,9648,18,NA,NA,NA,NA,NA,NA,NA,NA
"622",9648,53,27,NA,NA,NA,NA,NA,NA,NA,NA
"623",18,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",28,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",10751,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",28,80,18,10402,53,NA,NA,NA,NA,NA,NA
"632",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",18,27,9648,53,NA,NA,NA,NA,NA,NA,NA
"634",27,12,14,NA,NA,NA,NA,NA,NA,NA,NA
"635",27,28,878,35,NA,NA,NA,NA,NA,NA,NA
"636",28,10749,80,NA,NA,NA,NA,NA,NA,NA,NA
"637",10749,35,18,NA,NA,NA,NA,NA,NA,NA,NA
"638",28,12,53,NA,NA,NA,NA,NA,NA,NA,NA
"639",18,35,10749,NA,NA,NA,NA,NA,NA,NA,NA
"640",35,18,10751,10402,10770,NA,NA,NA,NA,NA,NA
"641",10749,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",80,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"643",28,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",18,35,10769,NA,NA,NA,NA,NA,NA,NA,NA
"645",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"647",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",16,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",35,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"654",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",12,16,35,18,14,NA,NA,NA,NA,NA,NA
"656",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",27,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",18,27,53,878,9648,NA,NA,NA,NA,NA,NA
"661",80,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",35,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",35,10769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",80,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"673",18,9648,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",14,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",28,12,53,NA,NA,NA,NA,NA,NA,NA,NA
"679",28,18,10769,53,NA,NA,NA,NA,NA,NA,NA
"680",28,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",28,12,14,53,NA,NA,NA,NA,NA,NA,NA
"682",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",36,10752,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",53,18,27,9648,NA,NA,NA,NA,NA,NA,NA
"686",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",18,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"691",10402,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"692",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",53,9648,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",16,28,10751,NA,NA,NA,NA,NA,NA,NA,NA
"703",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",53,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",16,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",10749,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",12,14,36,NA,NA,NA,NA,NA,NA,NA,NA
"716",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",16,10751,35,NA,NA,NA,NA,NA,NA,NA,NA
"718",12,80,18,14,9648,53,NA,NA,NA,NA,NA
"719",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",12,27,18,NA,NA,NA,NA,NA,NA,NA,NA
"721",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"723",18,14,27,NA,NA,NA,NA,NA,NA,NA,NA
"724",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",99,12,18,28,NA,NA,NA,NA,NA,NA,NA
"727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",12,35,10751,14,10770,NA,NA,NA,NA,NA,NA
"732",18,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",18,10769,10749,NA,NA,NA,NA,NA,NA,NA,NA
"734",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",18,10749,36,NA,NA,NA,NA,NA,NA,NA,NA
"738",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",10769,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",18,27,53,10402,NA,NA,NA,NA,NA,NA,NA
"741",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",80,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"745",12,18,28,53,NA,NA,NA,NA,NA,NA,NA
"746",18,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"747",9648,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"748",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",99,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",28,16,35,10770,NA,NA,NA,NA,NA,NA,NA
"752",18,27,9648,NA,NA,NA,NA,NA,NA,NA,NA
"753",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",27,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",28,12,878,53,NA,NA,NA,NA,NA,NA,NA
"770",35,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",80,18,10749,53,NA,NA,NA,NA,NA,NA,NA
"772",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",35,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",18,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"777",10402,18,35,NA,NA,NA,NA,NA,NA,NA,NA
"778",28,18,36,NA,NA,NA,NA,NA,NA,NA,NA
"779",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",18,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",18,27,35,NA,NA,NA,NA,NA,NA,NA,NA
"782",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",35,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",9648,28,12,NA,NA,NA,NA,NA,NA,NA,NA
"785",12,28,878,53,NA,NA,NA,NA,NA,NA,NA
"786",28,80,18,NA,NA,NA,NA,NA,NA,NA,NA
"787",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",18,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"789",10770,14,16,28,53,878,NA,NA,NA,NA,NA
"790",28,53,80,NA,NA,NA,NA,NA,NA,NA,NA
"791",18,10769,10749,NA,NA,NA,NA,NA,NA,NA,NA
"792",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",10749,35,12,NA,NA,NA,NA,NA,NA,NA,NA
"794",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",14,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",12,16,35,37,NA,NA,NA,NA,NA,NA,NA
"798",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",80,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",28,12,53,NA,NA,NA,NA,NA,NA,NA,NA
"803",80,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"804",99,16,10769,NA,NA,NA,NA,NA,NA,NA,NA
"805",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",18,28,53,10769,NA,NA,NA,NA,NA,NA,NA
"810",28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",10749,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",27,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"813",35,18,10752,NA,NA,NA,NA,NA,NA,NA,NA
"814",35,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",35,28,12,16,878,NA,NA,NA,NA,NA,NA
"816",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
